text,sentiment,stance,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,lexicoder_sentiment,vader_scores
" RT @samstein @EdWhelanEPPC Ed, i think it would behoove you to address the questions of whether you worked with Kavanaugh, the White House or others prepping him (including those on the Hill) in coming up with your theory.",1,0,3,,0,1,0,0,,0
 RT @pollsofpolitics Do you think #ChristineBlaseyFord came forward 35 years later to help the #Democrats try to stop @realDonaldTrump's #SCOTUS pick #Kavanaugh from being confirmed??  Please vote and retweet to spread poll for wider sampling from both sides thanks! #Resist #MAGA #Trump #RESISTANCE,1,1,5,1,1,1,1,1,1,0.747
 RT @Birdle2963 I stand with Brett Kavanaugh https://t.co/Fo2x0HguPS #FoxNews,1,1,3,,1,1,1,1,,0
" RT @Celeste_pewter Morning, all:   Please take the time to read this, and continue to call your senators to support Dr. Ford, and oppose Kavanaugh.   This reiterates beyond all doubt, she knew the hell she was unleashing on herself when she came forward. She did it anyway.   https://t.co/TFflIQN4wB",1,0,4,0,1,1,0,0,0,-0.4767
 RT @seanmdav CNN Asked Five Women If They Believed Kavanaugh. CNN Didn't Like Their Answers https://t.co/g2CzxlTPa1,1,1,4,0,1,1,1,1,1,-0.2755
" RT @SenGillibrand .@HeidiHeitkamp’s opponent, Kevin Cramer, just supported Judge Kavanaugh by saying it's unreasonable to require ""a perfect record."" To be clear, the ""perfect record"" we’re asking for from a Supreme Court justice is that they've never assaulted a woman.",1,0,3,1,1,1,0,0,0,0.9686
" RT @FoxNews Women rally in support of Kavanaugh: 'We know the man, we know his heart' https://t.co/C1nHsQYCS8",1,1,1,1,1,1,1,1,1,0.7845
" RT @MightyBusterBro . Judge Brett Kavanaugh’s women colleagues and friends speak in support of the #SCOTUS nominee:  ""Brett is a person of honor, integrity and a person of strong moral character”   https://t.co/W6x1s2U4sU",1,1,1,1,1,1,1,1,1,0.9313
" RT @RealMAGASteve 5-women are asked, “raise your hand if you believe Brett Kavanaugh when he says this never happened?”  All 5-believe Kavanaugh and do not have a problem w/him being on the SCOTUS. 78% of Republicans believe Kavanaugh should be confirmed. Retweet if you do! https://t.co/nyoUOe3owf",1,1,1,1,1,1,1,1,,0.6956
 RT @krassenstein BREAKING:  According to a new USAToday Poll Just 31% of Americans say Brett Kavanaugh should be confirmed to the Supreme Court.  Why isn't the Senate listening to the overwhelming majority of Americans?  Enough Already!,1,0,1,1,1,1,0,0,0,0.5983
 RT @ARmastrangelo CNN host asks a group of women what they think about the Kavanaugh situation. It’s pretty clear she wasn’t expecting these responses. https://t.co/iLAYUyfwY7,1,1,4,1,1,1,1,1,,0.7003
 Has the Kavanaugh Battle Vindicated Trump Voters? #MAGA #Trump #SCOTUS #IStandWithBrett https://t.co/mL9x84hMGU,1,1,2,1,1,0,0,0,0,0.0516
 RT @thehill Clinton calls for FBI to investigate Kavanaugh sexual assault allegations: It'd be easy to do https://t.co/AD6JjIFnBC https://t.co/G6hZxtbJ3C,1,0,3,0,1,1,0,0,0,-0.2263
" RT @NemoV8 9.21-22.18 - Kavanaugh WILL BE CONFIRMED (Q) Despite Derailment/Smear PLOT (Yes, Plot!) +Observatory: https://t.co/zbOEhhP48W via",1,1,1,0,0,1,1,1,0,-0.3716
 RT @hodgman Ps Judge Kavanaugh I got up in the middle of the night feeling so awful about all this and then I stress ate a loaf of bread. Why am I like this? Anyway we love you and you are a whole human being unlike some people I know (ladies). https://t.co/4LyCYP6Si5,1,0,1,1,0,0,1,1,,0.1365
" RT @SenGillibrand We can’t let Trump’s right-wing nominee, Brett Kavanaugh, take a lifetime seat on the Supreme Court. I still need 548 more people to join me in speaking out before 11:59 p.m. tonight: Tell the Senate to reject Trump’s nominee!",1,0,3,1,0,0,0,0,,0.5655
 RT @bennyjohnson CNN asked women if they believe Judge Kavanaugh.  This was not the response they were expecting.  Wow. https://t.co/RCgZBBzpDF,1,1,3,1,1,1,1,1,,0.5859
 RT @rickhasen Here’s @VP boosting Kavanaugh at values summit.  Thought the judge was just an umpire who calls balls and strikes https://t.co/BQJbejt3Bk,1,0,3,1,1,1,0,0,,0.3818
 RT @Robfortrump2020 #ConfirmKavanaugh they need to stop playing games this is a great man he will make a great Supreme Court judge. R/T 4 a High vote outcome @realDonaldTrump @seanhannity @Robfortrump2020,1,1,5,1,1,1,1,1,1,0.9081
" RT @washingtonpost ""This is an extraordinary moment"": Yale Law faculty call on Senate committee to treat allegations seriously in Kavanaugh nomination https://t.co/8Ag7Ue6eFI",1,0,4,1,1,1,0,0,,0.25
 RT @krassenstein BREAKING:  According to a new USAToday Poll Just 31% of Americans say Brett Kavanaugh should be confirmed to the Supreme Court.  Why isn't the Senate listening to the overwhelming majority of Americans?  Enough Already!,1,0,5,1,1,1,0,0,0,0.5983
 RT @ROHLL5 Please 🔁 If you agree!    Confirm Judge Kavanaugh  #StandWithKavanaugh #ROHLL5♛ https://t.co/hUmmrbFvEU,1,1,2,1,1,1,1,1,1,0.6239
 RT @TheOnion Kavanaugh On Sexual Assault Allegations: ‘I Miss High School’ https://t.co/HUZGnHNn8m https://t.co/wAPGlQIcjB,1,0,1,0,1,0,0,0,0,-0.6597
" RT @girlsreallyrule MUST WATCH: Mitch McConnell effectively saying nothing could disqualify Kavanaugh, not even a felony: ""In the very near future, Judge Kavanaugh will be on the US Supreme Court-Don’t get rattled by all of this. We’re gonna plow right through it and do our job.” #IBelieveChristine https://t.co/JbVmu9Lkoc",1,0,3,1,1,1,0,0,1,0.8537
 RT @RealJack 🤔 Media and Dems:  Kavanaugh’s accuser = totally truthful  Roy Moore’s accuser = totally truthful  Clarence Thomas’ accuser = totally truthful   Juanita Broaddrick = totally lying  Paula Jones = totally lying   Keith Ellison = media silence  Do you see the obvious pattern yet???,1,1,1,1,1,1,1,1,0,0.4648
" RT @glamourmag “I hope she feels the love and support and the heartache that women feel in standing in solidarity with her,” @alyssa_milano tells @CelesteKatzNYC https://t.co/nCY8qfXmLP",1,0,3,1,1,1,1,0,1,0.9001
 RT @ARmastrangelo CNN host asks a group of women what they think about the Kavanaugh situation. It’s pretty clear she wasn’t expecting these responses. https://t.co/iLAYUyfwY7,1,1,3,1,1,1,1,1,,0.7003
" RT @SarahPalinUSA #IStandWithBrett: Dozens Of Fellow Female Colleagues, Classmates Show Support For Kavanaugh https://t.co/5LsWHzAGqJ",1,1,5,1,1,1,1,1,1,0.4019
" RT @bennyjohnson Footage of Debra Katz, the attorney representing Brett Kavanaugh’s accuser, protesting President Trump at a Resistance rally.   She says:  “We are going to fight back. We are going to Resist. We will not be silenced.”  Be a shame if people shared this.  https://t.co/pQubfIdGUi https://t.co/PlSi8MqW5a",1,1,5,0,1,1,1,1,0,-0.7269
 Judiciary chair Grassley tweets apology to Kavanaugh for slightly delaying his confirmation https://t.co/6kO9FrqQM0,1,0,2,1,0,1,1,0,1,0.0516
 RT @krassenstein BREAKING:  According to a new USAToday Poll Just 31% of Americans say Brett Kavanaugh should be confirmed to the Supreme Court.  Why isn't the Senate listening to the overwhelming majority of Americans?  Enough Already!,1,0,4,1,1,1,0,0,0,0.5983
 RT @bennyjohnson CNN asked women if they believe Judge Kavanaugh.  This was not the response they were expecting.  Wow. https://t.co/RCgZBBzpDF,1,1,3,1,1,1,1,1,,0.5859
" RT @joswinson ""We know who lies about rape, routinely, regularly: rapists... on the other hand, false rape accusations are extremely rare...We have been here before"" - powerful piece by Rebecca Solnit on groundhog day nature of the Kavanaugh case. Worth reading in full. https://t.co/95QECF5N1t",1,0,3,0,0,0,0,0,0,-0.9169
 RT @DavidJHarrisJr CNN wasn’t expecting this!!!  #kavanaugh https://t.co/7c0XLPM3ng,1,1,1,,1,1,1,1,,0
" RT @realDonaldTrump Judge Brett Kavanaugh is a fine man, with an impeccable reputation, who is under assault by radical left wing politicians who don’t want to know the answers, they just want to destroy and delay. Facts don’t matter. I go through this with them every single day in D.C.",1,1,2,0,1,1,1,1,0,-0.7964
" RT @MotherJones Before Donald Trump nominated Brett Kavanaugh to the Supreme Court, he had a lot of debt. But by the time Trump nominated him to the high court in July 2018, those debts had vanished. https://t.co/UNzNFedCEO https://t.co/LP7fsXagCm",1,0,1,1,1,1,0,0,0,0.1406
 RT @robjh1 What about this family_ The Kavanaugh Family? What about this woman and future women? Who is making concessions for them? Who cares about their feelings now and in the future? Who will speak for them? They have feelings. God Bless and protect them. 🙏🏿#VoteRedToSaveAmerica https://t.co/g0KXqo34PB,1,1,5,1,1,1,1,1,1,0.8875
 RT @bennyjohnson CNN asked women if they believe Judge Kavanaugh.  This was not the response they were expecting.  Wow. https://t.co/RCgZBBzpDF,1,1,5,1,1,1,1,1,,0.5859
 RT @krassenstein BREAKING:  According to a new USAToday Poll Just 31% of Americans say Brett Kavanaugh should be confirmed to the Supreme Court.  Why isn't the Senate listening to the overwhelming majority of Americans?  Enough Already!,1,0,2,1,1,1,0,0,0,0.5983
" RT @bennyjohnson Footage of Debra Katz, the attorney representing Brett Kavanaugh’s accuser, protesting President Trump at a Resistance rally.   She says:  “We are going to fight back. We are going to Resist. We will not be silenced.”  Be a shame if people shared this.  https://t.co/pQubfIdGUi https://t.co/PlSi8MqW5a",1,1,4,0,1,1,1,1,0,-0.7269
 RT @bennyjohnson CNN asked women if they believe Judge Kavanaugh.  This was not the response they were expecting.  Wow. https://t.co/RCgZBBzpDF,1,1,1,1,1,1,1,1,,0.5859
 RT @tribelaw If you want to know who Christine Blasey Ford is — who she really is and what her life has been — my advice is: READ THIS ARTICLE. It’s gripping and utterly believable.   https://t.co/zEYFnc6zRB,1,0,2,1,1,1,0,0,0,0.0772
" RT @Jake_Lane18 Amazing Thread:  A disinformation campaign to ""plow Kavanaugh through"" is blown wide open by @WarfareNavel. Resignations have begun. We salute you, sir!  #NoKavanaugh #KavaNOPE https://t.co/QNe6xqrVtG",1,0,2,1,0,1,0,1,1,0.4389
 RT @RealJack 🤔 Media and Dems:  Kavanaugh’s accuser = totally truthful  Roy Moore’s accuser = totally truthful  Clarence Thomas’ accuser = totally truthful   Juanita Broaddrick = totally lying  Paula Jones = totally lying   Keith Ellison = media silence  Do you see the obvious pattern yet???,1,1,2,1,1,1,1,1,0,0.4648
" RT @FoxNews Women rally in support of Kavanaugh: 'We know the man, we know his heart' https://t.co/C1nHsQYCS8",1,1,4,1,1,1,1,1,1,0.7845
 RT @AdamParkhomenko Breaking: Ford will testify against Kavanaugh. Let’s fill the streets in support of her day of testimony.,1,0,2,1,1,1,1,1,0,0.4019
 RT @thechrisbuskirk Note to Senate Republicans: if you allow Kavanaugh to be Borked you will lose the majority in November. And you will deserve to lose. Confirm this excellent judge. Now.,1,1,2,1,1,1,1,1,1,0.0516
" RT @TomFitton “Simply put, Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford.” Yet another witness disputes Kavanaugh accuser. Give him a vote.",1,1,1,0,1,1,1,1,0,-0.1531
 RT @AdamParkhomenko Breaking: Ford will testify against Kavanaugh. Let’s fill the streets in support of her day of testimony.,1,1,2,1,1,1,1,1,0,0.4019
 Clinton calls for FBI to investigate Kavanaugh allegations: It’s a 'fair request’ https://t.co/KoLcNwW4Cc #feinstein ChARGE Feinstein - deliberate violation of Ford's privacy.,1,0,4,0,0,1,1,0,0,-0.2263
" RT @mike_pence Judge Kavanaugh is a man of integrity, with impeccable credentials &amp; a proven judicial philosophy. I believe Judge Brett Kavanaugh will soon be JUSTICE Brett Kavanaugh &amp; take his seat on the Supreme Court of the United States. #VVS18 https://t.co/LfJtonQynm",1,1,5,1,1,1,1,1,1,0.9206
" @Debwrightjones @RTeapot @Bodyart4Ever @SenFeinstein Stay on topic, sweetheart.  Talking about Kavanaugh here.  Whataboutisms are for those who have no solid response.",1,0,2,1,0,0,0,1,1,0.5935
 https://t.co/RUwj3j0dl9 This is no conspiracy he's absolutely right everyone should read this Ben Carson gets it always has.,1,1,3,1,0,0,1,1,,0.4168
 RT @AdamParkhomenko Breaking: Ford will testify against Kavanaugh. Let’s fill the streets in support of her day of testimony.,1,1,1,1,1,1,1,0,0,0.4019
" RT @AnnCoulter New demand from Kavanaugh accuser Christine Blasey Ford:  She will testify, but only from a ski lift.  She'll be on a up chair &amp; senators will yell Qs from the downward chairs.",1,1,2,0,0,1,1,1,0,-0.0644
 RT @tribelaw If you want to know who Christine Blasey Ford is — who she really is and what her life has been — my advice is: READ THIS ARTICLE. It’s gripping and utterly believable.   https://t.co/zEYFnc6zRB,1,0,4,1,1,1,0,0,0,0.0772
" RT @AnnCoulter New demand from Kavanaugh accuser Christine Blasey Ford:  She will testify, but only from a ski lift.  She'll be on a up chair &amp; senators will yell Qs from the downward chairs.",1,1,2,0,0,1,1,1,0,-0.0644
 RT @Robfortrump2020 #ConfirmKavanaugh they need to stop playing games this is a great man he will make a great Supreme Court judge. R/T 4 a High vote outcome @realDonaldTrump @seanhannity @Robfortrump2020,1,1,2,1,1,1,1,1,1,0.9081
 @julieks118 @DougJones @JohnJHarwood Good thing Supreme Court seats aren’t up for popular votes.,1,1,2,1,0,0,0,0,1,0.8519
 It would be interesting to get @keithellison on the record sharing his thoughts about Christine Blasey Ford's allegation against Kavanaugh.  Some intrepid reporter should pin him down on that.,1,1,1,1,0,1,0,0,0,0.6705
 RT @jayMAGA45 Judge Kavanaugh’s female colleagues &amp; friends: “We are proud to stand with Brett”   Retweet if you #StandWithKavanaugh ❗️ https://t.co/ur6g9sCtQS,1,1,5,1,1,1,1,1,1,0.7351
" RT @emmersbrown Christine Ford noticed Sunday morning, even before her name was made public, that Ed Whelan appeared to be seeking information about her. https://t.co/gOMr5N77uS https://t.co/XiXRjCf9BA",1,0,1,,1,1,0,0,,0
 RT @drdepatie @ChuckGrassley @Kris_Sacrebleu She's better off going into the police station in that Maryland town on Monday and getting charges filed against Kavanaugh for kidnapping and sexual assault. Then she will get the investigation and justice she deserves.,1,0,1,1,0,1,0,0,0,0.1027
 RT @GOPChairwoman Hundreds of women have praised Judge Kavanaugh’s character and integrity.    Dozens of them gathered today to tell their stories of the man they’ve known for years.   https://t.co/bBJ3GVxqlM,1,1,4,1,1,1,1,1,1,0.7003
" RT @joncoopertweets Although the Senate Judiciary Committee won’t allow Dr. Ford to call any witnesses and the FBI won’t investigate her claims, she’ll testify about her first-hand knowledge of Brett Kavanaugh's sexual misconduct next week. Dr. Ford has more balls than all GOP senators put together!",1,0,4,1,1,1,0,0,,0.2942
" RT @washingtonpost ""This is an extraordinary moment"": Yale Law faculty call on Senate committee to treat allegations seriously in Kavanaugh nomination https://t.co/8Ag7Ue6eFI",1,0,5,1,1,1,0,0,,0.25
 RT @2ndAmendmentMom @trumptrain1111 @n00000048 @realDonaldTrump Confirm Kavanaugh No more delays!,1,1,5,0,0,0,1,1,,-0.3595
 RT @kwilli1046 Retweet if you believe Judge Kavanaugh should be confirmed to the Supreme Court,1,1,4,1,1,1,1,1,1,0.5574
" RT @TeamPelosi The next Supreme Court justice could preside over cases involving women's right to choose or women's health care access.  We owe it, not only to Dr. Blasey Ford but to every woman in America, that the person we put in that chair is not an abuser of women. #StopKavanaugh",1,0,3,1,1,1,0,0,0,0.8586
 RT @GOPChairwoman More women are sharing their stories about the character and integrity of Judge Kavanaugh. https://t.co/rsm0LnGKNC,1,1,1,1,1,1,1,1,1,0.6872
" RT @fahrenam I have known Brett Kavanaugh for 32 years, since I was 13 years old.  He was the brother my sisters and I never had.  We are so proud of him and his accomplishments.  He is a brilliant, kind, considerate man.  He does not deserve to have his good name ruined. #IStandWithBrett",1,1,5,1,1,1,1,1,1,0.9312
" RT @PolitixGal Senator Chuck Grassley released a letter signed by 65 women who said they went to high school with Kavanaugh, and that in the 35 years they’ve known him he has “behaved honorably and treated women with respect.”",1,1,3,1,0,1,0,0,1,0.5267
 RT @tribelaw If you want to know who Christine Blasey Ford is — who she really is and what her life has been — my advice is: READ THIS ARTICLE. It’s gripping and utterly believable.   https://t.co/zEYFnc6zRB,1,0,4,1,1,1,0,0,0,0.0772
